Designator Footprint               Mid X         Mid Y         Ref X         Ref Y         Pad X         Pad Y TB      Rotation Comment        

Designator FIDUCIAL-2X3-PANEL   1306.102mil   1056.102mil   1306.102mil   1056.102mil   1306.102mil   1056.102mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL       5180mil       1060mil       5180mil       1060mil       5180mil       1060mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL       5180mil   9699.764mil       5180mil   9699.764mil       5180mil   9699.764mil  B         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL       5180mil   9699.764mil       5180mil   9699.764mil       5180mil   9699.764mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL       5180mil       1060mil       5180mil       1060mil       5180mil       1060mil  T         90.00 Comment        
Designator FIDUCIAL-2X3-PANEL   1306.102mil   1056.102mil   1306.102mil   1056.102mil   1306.102mil   1056.102mil  T         90.00 Comment        
LED10      LED2012120        2148.622mil   5570.213mil   2148.622mil   5569.882mil   2148.622mil   5528.544mil  T         90.00 5988140107F    
C11        C0402               1811.7mil   5546.063mil    1811.85mil   5546.063mil    1830.55mil   5546.063mil  T        180.00 100nF          
C1         C0402             2267.566mil   5740.158mil   2267.716mil   5740.158mil   2286.416mil   5740.158mil  T        180.00 22pF           
C7         C0402             2783.615mil   5133.858mil   2783.465mil   5133.858mil   2764.765mil   5133.858mil  T          0.00 100nF          
C8         C0402              3196.85mil   5354.481mil    3196.85mil   5354.331mil    3196.85mil   5335.631mil  T         90.00 100nF          
C9         C0402             2415.204mil   5687.008mil   2415.354mil   5687.008mil   2434.054mil   5687.008mil  T        180.00 100nF          
C6         C0402             3228.497mil   5706.693mil   3228.347mil   5706.693mil   3209.646mil   5706.693mil  T        360.00 100nF          
LED7       LED2012120        1301.519mil   5881.063mil    1301.85mil   5881.063mil   1343.188mil   5881.063mil  T        180.00 5988170107F    
X18        2X03              2438.976mil   6013.622mil   2438.976mil   6013.622mil   2338.976mil   5963.622mil  T          0.00 PINHD-2X3      
U2         TQFP100_140140_012   2813.658mil   5516.043mil   2813.638mil   5516.063mil   3050.638mil   5831.023mil  T        270.00 Atmega2560     
X2         PN61729           1549.693mil   5515.358mil   1456.693mil   5515.748mil   1642.693mil   5465.748mil  T        270.00 USB-B          
S1         B3F-31XX          1338.583mil   6185.039mil   1338.583mil   6185.039mil   1289.583mil   6274.039mil  T        270.00 1571610-2      
D16        SOD323-R          1561.024mil   5854.969mil   1561.024mil   5855.315mil   1561.024mil   5811.315mil  T        270.00 RSB39VTE-17    
R13        2512R-0.55         4301.85mil   6561.063mil    4301.85mil   6561.063mil   4417.992mil   6561.063mil  T        180.00 0.6r           
C50        C0603              2118.85mil   4383.063mil    2118.85mil   4383.063mil    2118.85mil   4356.291mil  T         90.00 1nF            
C51        C0603              1660.85mil   4383.063mil    1660.85mil   4383.063mil    1660.85mil   4356.291mil  T         90.00 1nF            
C55        C0603             2091.622mil   4292.063mil   2091.622mil   4292.063mil   2118.394mil   4292.063mil  T        180.00 1nF            
C61        C0603             1678.598mil   4296.063mil   1678.598mil   4296.063mil   1651.827mil   4296.063mil  T        360.00 1nF            
C64        C0603              1957.85mil   4292.063mil    1957.85mil   4292.063mil   1931.079mil   4292.063mil  T        360.00 1nF            
C65        C0603              1565.85mil   4296.063mil    1565.85mil   4296.063mil   1539.079mil   4296.063mil  T        360.00 1nF            
C66        C0603              1314.85mil   4444.063mil    1314.85mil   4444.063mil    1314.85mil   4417.291mil  T         90.00 1nF            
C75        C0603              1761.85mil   4383.063mil    1761.85mil   4383.063mil    1761.85mil   4356.291mil  T         90.00 1nF            
C76        C0603              2671.85mil   4590.063mil    2671.85mil   4590.063mil    2671.85mil   4563.291mil  T         90.00 1nF            
C77        C0603              3456.85mil   4389.063mil    3456.85mil   4389.063mil   3430.079mil   4389.063mil  T        360.00 1nF            
C78        C0603              2546.85mil   4453.063mil    2546.85mil   4453.063mil    2546.85mil   4426.291mil  T         90.00 1nF            
C79        C0603              3330.85mil   4300.063mil    3330.85mil   4300.063mil   3304.079mil   4300.063mil  T        360.00 1nF            
C80        C0603              2545.85mil   4319.063mil    2545.85mil   4319.063mil    2545.85mil   4292.291mil  T         90.00 1nF            
C81        C0603              3217.85mil   4299.063mil    3217.85mil   4299.063mil   3244.622mil   4299.063mil  T        180.00 1nF            
C82        C0603              2189.85mil   4383.063mil    2189.85mil   4383.063mil    2189.85mil   4356.291mil  T         90.00 1nF            
C83        C0603              3122.85mil   4310.063mil    3122.85mil   4310.063mil    3122.85mil   4336.835mil  T        270.00 1nF            
X10        MSTBV4-ThinSilk   4378.937mil    4506.89mil   4378.937mil    4506.89mil   4678.937mil    4506.89mil  T        180.00 0395311004     
C89        C0603             4922.244mil   7152.559mil   4922.244mil   7152.559mil   4922.244mil   7179.331mil  T        270.00 NP             
C88        C0603             4864.173mil   7152.559mil   4864.173mil   7152.559mil   4864.173mil   7179.331mil  T        270.00 NP             
C87        C0603             4374.016mil   7587.598mil   4374.016mil   7587.598mil   4400.788mil   7587.598mil  T        180.00 NP             
C86        C0603             4132.874mil    7631.89mil   4132.874mil    7631.89mil   4132.874mil   7605.118mil  T         90.00 NP             
C85        C0603              4006.89mil    7585.63mil    4006.89mil    7585.63mil   3980.118mil    7585.63mil  T        360.00 NP             
C84        C0603             4226.378mil    7631.89mil   4226.378mil    7631.89mil   4226.378mil   7605.118mil  T         90.00 NP             
P2         HDR2X5            3146.457mil   9023.819mil   3346.457mil   9073.819mil   3346.457mil   9073.819mil  T        180.00 Header 5X2     
P1         HDR2X5            3148.425mil   9390.945mil   3348.425mil   9440.945mil   3348.425mil   9440.945mil  T        180.00 Header 5X2     
P3         2X5_IDCW          3641.535mil   9300.984mil   3591.535mil   9500.984mil   3591.535mil   9500.984mil  T        270.00 5x2 IDCw       
U3         VSSOP10           4391.536mil    9171.85mil   4391.536mil    9171.85mil   4486.024mil    9132.48mil  T        180.00 LM25011MY/NOPB 
R24        R0603             4534.477mil   9365.446mil    4534.48mil   9365.442mil   4534.477mil   9338.674mil  T         90.00 10K            
R23        R0603             4477.397mil   9365.446mil   4477.394mil   9365.449mil   4477.397mil   9392.217mil  T        270.00 10K            
R11        R0603             4550.847mil   9241.279mil    4550.85mil   9241.276mil   4550.847mil   9214.507mil  T         90.00 10K            
R3         R0402             4560.901mil   9166.276mil    4560.85mil   9166.276mil   4541.952mil   9166.276mil  T        360.00 200K           
L1         XAL50XX-153        4026.85mil   9150.276mil    4026.85mil   9150.276mil    4026.85mil   9215.433mil  T        270.00 XAL5050-153MED 
D9         SMA-SM             4026.98mil   9360.276mil    4026.85mil   9360.276mil    4105.85mil   9360.276mil  T        360.00 SK310A-TP      
C49        C0402               4484.7mil   9271.276mil    4484.85mil   9271.276mil    4503.55mil   9271.276mil  T        180.00 4.7nF          
C45        C0805             4225.149mil   9055.276mil    4224.85mil   9055.276mil   4187.448mil   9055.276mil  T        360.00 10uF           
C40        C0603              4189.85mil   9144.276mil    4189.85mil   9144.276mil    4189.85mil   9117.504mil  T         90.00 100nF          
C35        C0805              4561.85mil   9068.977mil    4561.85mil   9069.276mil    4561.85mil   9106.678mil  T        270.00 1uF            
C30        C1206              4431.85mil   9054.276mil    4431.85mil   9054.276mil   4484.016mil   9054.276mil  T        180.00 4.7uF          
C25        C0603              3861.22mil   8887.795mil    3861.22mil   8887.795mil   3834.449mil   8887.795mil  T        360.00 100nF          
F3         3557              4862.205mil   7915.354mil   4862.205mil   7915.354mil   4795.205mil   7650.354mil  T         90.00 3557-2         
F2         3557               4571.85mil    7914.37mil    4571.85mil    7914.37mil    4638.85mil    7649.37mil  T         90.00 3557-2         
FB1        L1806             4055.118mil   7511.811mil   4055.118mil   7511.811mil    4136.22mil   7511.811mil  T        180.00 BLM41PG600SN1L 
FB2        L1806             4313.976mil   7513.779mil   4313.976mil   7513.779mil   4232.874mil   7513.779mil  T        360.00 BLM41PG600SN1L 
C3         C0603             3589.567mil   7119.095mil   3589.567mil   7119.095mil   3616.339mil   7119.095mil  T        180.00 100nF          
R21        R0603             3761.808mil   8595.469mil   3761.811mil   8595.472mil   3788.579mil   8595.469mil  T        180.00 100K           
R71        R0603             3769.688mil   8647.641mil   3769.685mil   8647.638mil   3742.916mil   8647.641mil  T        360.00 10r            
R70        R0603             3702.753mil   8347.444mil   3702.756mil   8347.441mil   3702.753mil   8320.673mil  T         90.00 1.8K           
LED3       LED2012120        3766.732mil   8393.048mil   3766.732mil   8392.717mil   3766.732mil   8351.379mil  T         90.00 5988110107F    
X12        70543-02          3547.244mil   7944.882mil   3547.244mil   7944.882mil   3547.244mil   7994.882mil  T        270.00 C-GRID-02-70543
X11        70543-03          1732.284mil   9141.732mil   1732.284mil   9141.732mil   1632.284mil   9141.732mil  T        360.00 C-GRID-03-70543
X7         70543-03          2559.055mil   9141.732mil   2559.055mil   9141.732mil   2459.055mil   9141.732mil  T        360.00 C-GRID-03-70543
X5         70543-03          2145.669mil   9141.732mil   2145.669mil   9141.732mil   2045.669mil   9141.732mil  T        360.00 C-GRID-03-70543
R6         R0603             3373.028mil   7933.074mil   3373.025mil   7933.071mil   3346.257mil   7933.074mil  T        360.00 4.7K           
R5         R0603             3373.028mil   8051.178mil   3373.032mil   8051.181mil     3399.8mil   8051.178mil  T        180.00 4.7K           
D5         SOD523            3255.905mil   8248.031mil   3255.905mil   8248.031mil   3283.465mil   8248.031mil  T        360.00 1N4148WT       
D1         SOD523            3330.709mil   8240.157mil   3330.709mil   8240.157mil   3330.709mil   8212.598mil  T        270.00 1N4148WT       
C4         C0402             3244.244mil   8291.339mil   3244.095mil   8291.339mil   3225.394mil   8291.339mil  T        360.00 100nF          
C48        C0402             2701.622mil   7517.717mil   2701.772mil   7517.717mil   2720.472mil   7517.717mil  T        180.00 1uF            
C47        C0402             2704.575mil   7681.102mil   2704.724mil   7681.102mil   2723.425mil   7681.102mil  T        180.00 1uF            
C22        C0402             2779.378mil   7517.716mil   2779.528mil   7517.716mil   2798.228mil   7517.716mil  T        180.00 1uF            
C21        C0402             2779.378mil   7681.102mil   2779.528mil   7681.102mil   2798.228mil   7681.102mil  T        180.00 1uF            
RN3        CAY16             2776.197mil   7451.559mil   2776.575mil   7451.772mil   2823.819mil   7478.346mil  T        180.00 10K            
RN2        CAY16             2776.197mil   7591.323mil   2776.575mil   7591.535mil   2823.819mil   7618.109mil  T        180.00 10K            
C20        C0402             2857.434mil   7516.732mil   2857.284mil   7516.732mil   2838.584mil   7516.732mil  T        360.00 1uF            
C19        C0402             2857.434mil   7680.118mil   2857.284mil   7680.118mil   2838.584mil   7680.118mil  T        360.00 1uF            
RN1        CAY16             2776.197mil   7746.834mil   2776.575mil   7747.047mil   2823.819mil   7773.621mil  T        180.00 10K            
F1         3557              3791.339mil   7229.331mil   3791.339mil   7229.331mil   3858.339mil   7494.331mil  T        270.00 3557-2         
X3         MSTBV4             5117.85mil   8795.276mil    5117.85mil   8795.276mil    5117.85mil   8495.276mil  T         90.00 0395311004     
D4         SOD523            1686.024mil   8787.402mil   1686.024mil   8787.402mil   1686.024mil   8759.843mil  T        270.00 1N4148WT       
D3         SOD523            2271.653mil   8590.551mil   2271.653mil   8590.551mil   2244.094mil   8590.551mil  T        180.00 1N4148WT       
C63        C0402             1631.378mil   8625.426mil   1631.378mil   8625.276mil   1631.378mil   8606.576mil  T         90.00 4.7nF          
D8         SMA-SM            4351.378mil   7870.933mil   4351.378mil   7871.063mil   4351.378mil   7792.063mil  T        270.00 SMAJ30A        
D2         SMA-SM            3582.677mil   7283.595mil   3582.677mil   7283.465mil   3582.677mil   7362.465mil  T         90.00 SMAJ30A        
C5         C12,5-5           3942.913mil   7889.764mil   3942.913mil   7889.764mil   3844.488mil   7889.764mil  T        360.00 470uF          
L2         C0805             3228.347mil   8661.118mil   3228.347mil   8661.417mil   3228.347mil   8698.819mil  T        270.00 CBC2012T100M   
R37        R0603             3397.635mil   8291.342mil   3397.638mil   8291.339mil   3397.635mil    8264.57mil  T         90.00 4.7K           
D15        SOD523            3252.953mil   8338.583mil   3252.953mil   8338.583mil   3280.512mil   8338.583mil  T        360.00 1N4148WT       
D14        SOD523            3330.709mil   8358.268mil   3330.709mil   8358.268mil   3330.709mil   8385.827mil  T         90.00 1N4148WT       
R32        R0603             3397.635mil   8409.452mil   3397.638mil   8409.449mil   3397.635mil    8382.68mil  T         90.00 4.7K           
D11        SOD523            3330.709mil   8456.693mil   3330.709mil   8456.693mil   3330.709mil   8429.134mil  T        270.00 1N4148WT       
R73        R0603             3362.208mil   8673.232mil   3362.205mil   8673.228mil   3335.436mil   8673.232mil  T        360.00 10K            
D13        SOD523            3255.905mil   8425.197mil   3255.905mil   8425.197mil   3283.465mil   8425.197mil  T        360.00 1N4148WT       
D12        SOD323-R          3330.709mil   8567.275mil   3330.709mil   8566.929mil   3330.709mil   8610.929mil  T         90.00 SZMM3Z4V7T1G   
C74        C0603             3043.307mil   7433.071mil   3043.307mil   7433.071mil   3070.079mil   7433.071mil  T        180.00 100nF          
C73        C0603             2200.787mil   7413.386mil   2200.787mil   7413.386mil   2200.787mil   7440.158mil  T        270.00 100nF          
C72        C0603             1759.842mil   7412.402mil   1759.842mil   7412.402mil   1759.842mil   7439.173mil  T        270.00 100nF          
C71        C0603             1304.094mil   7411.535mil   1304.094mil   7411.535mil   1304.094mil   7438.307mil  T        270.00 100nF          
R34        R0603              2417.32mil   8102.365mil   2417.323mil   8102.362mil    2417.32mil   8075.594mil  T         90.00 1K             
C70        C0402             2029.527mil   8188.826mil   2029.527mil   8188.976mil   2029.527mil   8207.676mil  T        270.00 100nF          
C69        C0402             2347.441mil   8194.732mil   2347.441mil   8194.882mil   2347.441mil   8213.582mil  T        270.00 100nF          
C68        C0402             2348.425mil   8023.772mil   2348.425mil   8023.622mil   2348.425mil   8004.922mil  T         90.00 100nF          
C67        C0402             2030.512mil   8016.882mil   2030.512mil   8016.732mil   2030.512mil   7998.032mil  T         90.00 100nF          
R72        R0402             1691.378mil   8625.233mil   1691.378mil   8625.284mil   1691.378mil   8644.182mil  T        270.00 1M             
U10        QSOP16            2189.295mil   8105.065mil   2188.976mil   8105.315mil   2086.614mil   8192.815mil  T        270.00 ADUM7441       
D10        SMA-SM            4870.079mil   8492.256mil   4870.079mil   8492.126mil   4870.079mil   8571.126mil  T         90.00 SK310A-TP      
D6         SMA-SM            4791.339mil    9381.76mil   4791.339mil    9381.89mil   4791.339mil    9302.89mil  T        270.00 SK310A-TP      
FID3       FIDUCIAL-1X2      5248.032mil   6843.504mil   5248.032mil   6843.504mil   5248.032mil   6843.504mil  T          0.00 FIDUCIAL       
FID1       FIDUCIAL-1X2      1245.079mil   9507.874mil   1245.079mil   9507.874mil   1245.079mil   9507.874mil  T          0.00 FIDUCIAL       
R16        R0603             3698.822mil   8672.241mil   3698.819mil   8672.244mil   3698.822mil   8699.013mil  T        270.00 100K           
R9         R0603             3769.688mil   8694.885mil   3769.685mil   8694.882mil   3742.916mil   8694.885mil  T        360.00 10r            
R69        R0603             3703.743mil    8456.69mil    3703.74mil   8456.693mil   3703.743mil   8483.461mil  T        270.00 1.8K           
LED8       LED2012120        3741.473mil   8540.354mil   3741.142mil   8540.354mil   3699.804mil   8540.354mil  T        360.00 5988110107F    
Q8         NCV8402AD-SOIC8   3959.027mil   8750.984mil   3958.661mil   8750.984mil   3850.393mil   8825.984mil  T        270.00 NCV8402AD      
X9         70543-02          3952.756mil   8358.268mil   3952.756mil   8358.268mil   4002.756mil   8358.268mil  T        180.00 C-GRID-02-70543
C62        C0603             5177.165mil   7972.441mil   5177.165mil   7972.441mil   5150.394mil   7972.441mil  T        360.00 100nF          
C60        C0603             4254.921mil   7937.992mil   4254.921mil   7937.992mil   4254.921mil   7964.764mil  T        270.00 100nF          
C52        C0402             2877.953mil   8740.308mil   2877.953mil   8740.157mil   2877.953mil   8721.458mil  T         90.00 100nF          
C26        C0402             3228.497mil   8555.118mil   3228.347mil   8555.118mil   3209.646mil   8555.118mil  T        360.00 100nF          
FID2       FIDUCIAL-1X2      1245.079mil   6847.441mil   1245.079mil   6847.441mil   1245.079mil   6847.441mil  T          0.00 FIDUCIAL       
U8         QFN32_050050      3261.555mil   7464.138mil   3261.811mil   7464.394mil   3356.299mil   7395.394mil  T        180.00 A4982          
U7         QFN32_050050      2373.523mil   7471.028mil    2373.78mil   7471.284mil   2468.267mil   7402.284mil  T        180.00 A4982          
U6         QFN32_050050      1934.901mil   7471.028mil   1935.158mil   7471.284mil   2029.646mil   7402.284mil  T        180.00 A4982          
U5         QFN32_050050      1483.996mil   7471.028mil   1484.252mil   7471.284mil    1578.74mil   7402.284mil  T        180.00 A4982          
D7         DO-214AB          5144.685mil   7744.634mil   5144.685mil   7745.079mil   5144.685mil   7626.079mil  T        270.00 S3A-13-F       
X35        1X02              3947.638mil   8586.614mil   3897.638mil   8586.614mil   3897.638mil   8586.614mil  T        360.00 M02PTH         
C24        C0603             1461.614mil   7661.417mil   1461.614mil   7661.417mil   1461.614mil   7634.646mil  T         90.00 100nF          
C23        C0603              1911.85mil   7660.276mil    1911.85mil   7660.276mil    1911.85mil   7633.504mil  T         90.00 100nF          
C18        C0603              2351.85mil   7660.276mil    2351.85mil   7660.276mil    2351.85mil   7633.504mil  T         90.00 100nF          
C17        C0603              3231.85mil   7660.276mil    3231.85mil   7660.276mil    3231.85mil   7633.504mil  T         90.00 100nF          
X15        4POL254_NOPOL     2834.646mil   7212.598mil   2834.646mil   7212.598mil   2984.646mil   7212.598mil  T        180.00 MPT4           
C2         C0805             1834.347mil   8004.921mil   1834.646mil   8004.921mil   1872.048mil   8004.921mil  T        180.00 10uF           
R2         R0402             1811.901mil   8510.276mil    1811.85mil   8510.276mil   1792.952mil   8510.276mil  T          0.00 22r            
R1         R0402             1811.901mil   8455.276mil    1811.85mil   8455.276mil   1792.952mil   8455.276mil  T          0.00 22r            
X1         70543-02          3649.606mil    8881.89mil   3649.606mil    8881.89mil   3649.606mil    8831.89mil  T         90.00 C-GRID-02-70543
R62        R0603             3474.413mil   7660.602mil    3474.41mil   7660.605mil   3474.413mil   7687.373mil  T        270.00 100K           
R61        R0603              2582.68mil   7660.602mil   2582.677mil   7660.605mil    2582.68mil   7687.373mil  T        270.00 100K           
R60        R0603             1681.106mil    7660.43mil   1681.102mil   7660.433mil   1681.106mil   7687.202mil  T        270.00 100K           
R59        R0603             2106.302mil   7661.414mil   2106.299mil   7661.417mil   2106.302mil   7688.186mil  T        270.00 100K           
Y1         CRYS320250        2336.704mil   8377.629mil   2336.996mil   8377.267mil   2373.413mil   8331.991mil  T         90.00 7M-16.000MEEQ-T
C54        C3,5-8            5045.276mil   7350.394mil   5045.276mil   7350.394mil   5045.276mil   7420.394mil  T        270.00 100uF          
C53        C3,5-8            4260.827mil   8170.276mil   4260.827mil   8170.276mil   4260.827mil   8100.276mil  T         90.00 100uF          
R58        R0603              4771.65mil   8381.893mil   4771.654mil    8381.89mil    4771.65mil   8355.121mil  T         90.00 1.8K           
LED6       LED2012120        4708.661mil   8397.969mil   4708.661mil   8397.638mil   4708.661mil     8356.3mil  T         90.00 5988110107F    
R57        R0603             4641.729mil   8374.019mil   4641.732mil   8374.016mil   4641.729mil   8347.247mil  T         90.00 100K           
R56        R0603             4582.674mil   8374.019mil   4582.677mil   8374.016mil   4582.674mil   8347.247mil  T         90.00 10r            
R47        R0603             1635.824mil   8788.389mil   1635.827mil   8788.386mil   1635.824mil   8761.617mil  T         90.00 10K            
R46        R0603             2374.013mil   8578.737mil   2374.016mil    8578.74mil   2400.784mil   8578.737mil  T        180.00 10K            
R43        R0603             4755.902mil   8885.824mil   4755.905mil   8885.827mil   4782.674mil   8885.824mil  T        180.00 100K           
R42        R0603             4862.208mil    8885.83mil   4862.205mil   8885.827mil   4835.436mil    8885.83mil  T        360.00 10r            
R40        R0603             4897.635mil   9448.822mil   4897.638mil   9448.819mil   4897.635mil    9422.05mil  T         90.00 1.8K           
LED2       LED2012120        4901.575mil   9326.441mil   4901.575mil   9326.772mil   4901.575mil    9368.11mil  T        270.00 5988110107F    
C56        C0402             3244.244mil   8377.953mil   3244.095mil   8377.953mil   3225.394mil   8377.953mil  T        360.00 100nF          
R36        R0603             3373.028mil    8121.06mil   3373.032mil   8121.063mil     3399.8mil    8121.06mil  T        180.00 4.7K           
R35        R0603             1454.847mil   8680.276mil    1454.85mil   8680.279mil   1481.619mil   8680.276mil  T        180.00 1K             
R33        R0603             1454.847mil   8760.276mil    1454.85mil   8760.279mil   1481.619mil   8760.276mil  T        180.00 1K             
C59        C0402             3244.244mil   8464.567mil   3244.095mil   8464.567mil   3225.394mil   8464.567mil  T        360.00 100nF          
C58        C0402             2252.953mil   8353.197mil   2252.953mil   8353.346mil   2252.953mil   8372.047mil  T        270.00 22pF           
C57        C0402             2326.622mil    8282.48mil   2326.772mil    8282.48mil   2345.472mil    8282.48mil  T        180.00 22pF           
R31        R0603             3397.635mil   8586.617mil   3397.638mil   8586.614mil   3397.635mil   8559.846mil  T         90.00 4.7K           
X28        70543-02          3547.244mil   8255.905mil   3547.244mil   8255.905mil   3547.244mil   8305.905mil  T        270.00 C-GRID-02-70543
X27        70543-02          3547.244mil   8566.929mil   3547.244mil   8566.929mil   3547.244mil   8616.929mil  T        270.00 C-GRID-02-70543
Q5         SOT669            4452.756mil   8483.614mil   4452.756mil   8511.811mil   4377.756mil   8411.417mil  T        360.00 PSMN7R0-60YS,115
Q1         SOT669            4811.024mil   9042.669mil   4811.024mil   9070.866mil   4736.024mil   8970.472mil  T        360.00 PSMN7R0-60YS,115
X23        70543-03          1732.284mil   9377.953mil   1732.284mil   9377.953mil   1832.284mil   9377.953mil  T        180.00 C-GRID-03-70543
X22        70543-03          2145.669mil   9377.953mil   2145.669mil   9377.953mil   2245.669mil   9377.953mil  T        180.00 C-GRID-03-70543
X21        70543-03          2559.055mil   9377.953mil   2559.055mil   9377.953mil   2659.055mil   9377.953mil  T        180.00 C-GRID-03-70543
C46        C0603             3312.008mil   7660.602mil   3312.008mil   7660.602mil   3312.008mil   7687.373mil  T        270.00 220nF          
C44        C0603             3458.661mil   7412.402mil   3458.661mil   7412.402mil   3458.661mil   7439.173mil  T        270.00 100nF          
C43        C0603             3458.661mil   7538.386mil   3458.661mil   7538.386mil   3458.661mil   7511.614mil  T         90.00 100nF          
C42        C0603             3369.095mil   7660.602mil   3369.095mil   7660.602mil   3369.095mil   7687.373mil  T        270.00 100nF          
R20        R1206             3188.976mil   7245.071mil   3188.976mil   7245.079mil   3188.976mil   7301.063mil  T        270.00 0.1r           
R19        R1206             3336.614mil   7245.071mil   3336.614mil   7245.079mil   3336.614mil   7301.063mil  T        270.00 0.1r           
X6         4POL254           3346.457mil   6937.008mil   3346.457mil   6937.008mil   3496.457mil   6937.008mil  T        180.00 MPT4           
C41        C0603             2437.992mil   7660.433mil   2437.992mil   7660.433mil   2437.992mil   7687.205mil  T        270.00 220nF          
C39        C0603             2590.551mil   7440.945mil   2590.551mil   7440.945mil    2563.78mil   7440.945mil  T        360.00 100nF          
C38        C0603             2559.055mil   7538.386mil   2559.055mil   7538.386mil   2559.055mil   7511.614mil  T         90.00 100nF          
C37        C0603             2495.079mil   7660.433mil   2495.079mil   7660.433mil   2495.079mil   7687.205mil  T        270.00 100nF          
R15        R1206             2297.244mil   7245.071mil   2297.244mil   7245.079mil   2297.244mil   7301.063mil  T        270.00 0.1r           
R14        R1206             2445.866mil   7245.071mil   2445.866mil   7245.079mil   2445.866mil   7301.063mil  T        270.00 0.1r           
X14        4POL254_NOPOL     2834.646mil   6937.008mil   2834.646mil   6937.008mil   2984.646mil   6937.008mil  T        180.00 MPT4           
C36        C0603             1996.063mil   7661.417mil   1996.063mil   7661.417mil   1996.063mil   7688.189mil  T        270.00 220nF          
C34        C0603             2106.299mil   7413.386mil   2106.299mil   7413.386mil   2106.299mil   7440.158mil  T        270.00 100nF          
C33        C0603             2125.984mil   7538.386mil   2125.984mil   7538.386mil   2125.984mil   7511.614mil  T         90.00 100nF          
C32        C0603             2051.181mil   7661.417mil   2051.181mil   7661.417mil   2051.181mil   7688.189mil  T        270.00 100nF          
R10        R1206              1861.22mil   7245.071mil    1861.22mil   7245.079mil    1861.22mil   7301.063mil  T        270.00 0.1r           
R8         R1206             2005.906mil   7245.071mil   2005.906mil   7245.079mil   2005.906mil   7301.063mil  T        270.00 0.1r           
X4         4POL254           2322.835mil   6937.008mil   2322.835mil   6937.008mil   2472.835mil   6937.008mil  T        180.00 MPT4           
C31        C0603             1546.266mil   7660.602mil   1546.266mil   7660.602mil   1546.266mil   7687.373mil  T        270.00 220nF          
C29        C0603             1660.433mil   7412.402mil   1660.433mil   7412.402mil   1660.433mil   7439.173mil  T        270.00 100nF          
C28        C0603             1681.102mil   7538.386mil   1681.102mil   7538.386mil   1681.102mil   7511.614mil  T         90.00 100nF          
C27        C0603             1608.909mil   7660.602mil   1608.909mil   7660.602mil   1608.909mil   7687.373mil  T        270.00 100nF          
R7         R1206              1414.37mil   7245.071mil    1414.37mil   7245.079mil    1414.37mil   7301.063mil  T        270.00 0.1r           
R4         R1206             1560.039mil   7245.071mil   1560.039mil   7245.079mil   1560.039mil   7301.063mil  T        270.00 0.1r           
X8         4POL254           1811.024mil   6937.008mil   1811.024mil   6937.008mil   1961.024mil   6937.008mil  T        180.00 MPT4           
Y2         CRYS320250        1851.096mil   8199.033mil   1850.805mil   8199.396mil   1814.388mil   8244.672mil  T        270.00 7M-16.000MEEQ-T
C14        C0402             1968.354mil   8371.063mil   1968.504mil   8371.063mil   1987.204mil   8371.063mil  T        180.00 100nF          
C12        C0402             1836.464mil   8102.362mil   1836.614mil   8102.362mil   1855.314mil   8102.362mil  T        180.00 22pF           
C13        C0402             1768.701mil   8173.078mil   1768.701mil   8173.228mil   1768.701mil   8191.928mil  T        270.00 22pF           
RN5        CAY16             2116.748mil   8714.354mil   2117.126mil   8714.567mil    2164.37mil   8741.141mil  T        180.00 1K             
RV2        R0603             1741.854mil   8535.272mil    1741.85mil   8535.276mil   1741.854mil   8562.044mil  T        270.00 CG0603MLC-05E  
RV1        R0603             1741.847mil   8430.279mil    1741.85mil   8430.276mil   1741.847mil   8403.507mil  T         90.00 CG0603MLC-05E  
X17        2X03              1866.378mil   8812.835mil   1866.378mil   8812.835mil   1766.378mil   8762.835mil  T          0.00 PINHD-2X3      
U1         QFN32_050050      1976.594mil   8505.532mil    1976.85mil   8505.276mil    1907.85mil   8410.788mil  T         90.00 Atmega32u2     
C16        C0402              1816.85mil   8585.426mil    1816.85mil   8585.276mil    1816.85mil   8566.576mil  T         90.00 1uF            
C10        C0402             2418.307mil   8214.717mil   2418.307mil   8214.567mil   2418.307mil   8195.867mil  T         90.00 100nF          
LED1       LED2012120        1301.519mil   8760.276mil    1301.85mil   8760.276mil   1343.188mil   8760.276mil  T        180.00 5988140107F    
C15        C0402               1811.7mil   8390.276mil    1811.85mil   8390.276mil    1830.55mil   8390.276mil  T        180.00 100nF          
LED4       LED2012120        2149.606mil   8514.433mil   2149.606mil   8514.764mil   2149.606mil   8556.102mil  T        270.00 5988140107F    
LED10      LED2012120        2148.622mil   8369.425mil   2148.622mil   8369.094mil   2148.622mil   8327.756mil  T         90.00 5988140107F    
C11        C0402               1811.7mil   8345.276mil    1811.85mil   8345.276mil    1830.55mil   8345.276mil  T        180.00 100nF          
C1         C0402             2267.566mil    8539.37mil   2267.716mil    8539.37mil   2286.416mil    8539.37mil  T        180.00 22pF           
C7         C0402             2783.615mil   7933.071mil   2783.465mil   7933.071mil   2764.765mil   7933.071mil  T          0.00 100nF          
C8         C0402              3196.85mil   8153.693mil    3196.85mil   8153.543mil    3196.85mil   8134.843mil  T         90.00 100nF          
